1236,3061
334,4345
1500,2379
3026,1028
4763,4196
3294,4543
512,4182
4255,3195
1894,3840
4298,4432
1847,1940
4487,400
915,4104
262,4308
3237,672
330,2764
3260,3818
4208,2754
4307,218
4168,2126
1358,4390
872,1060
2178,1969
2598,897
110,2470
2368,902
3,3960
1828,2126
389,1278
901,138
768,4912
4828,4722
1980,1764
4698,4736
428,953
45,1753
202,2472
2574,1827
264,4306
1252,4924
356,3437
4010,2794
2940,4749
186,4615
4420,3059
2166,4584
1394,357
125,3627
1042,2700
1858,1484
2250,1993
4297,824
4617,1470
13,1817
4751,4905
1575,280
4691,1329
4774,3672
3057,1804
3305,3966
139,3830
655,4643
3148,4231
1406,2291
4758,249
1537,4701
4046,1518
1908,3089
4099,1514
4453,463
2699,288
4969,3313
1209,847
4770,364
3509,4670
304,2922
2613,4260
1230,3112
4114,2352
3335,4230
606,1495
4318,4071
1558,796
1745,3327
455,1156
1732,649
2002,4041
396,1367
3331,2568
1486,4921
4591,3012
2878,2807
1011,866
1882,2268
2677,4961
2104,3045
2589,4754
4321,4464
2323,4714
1359,3108
1659,2124
3846,2832
338,4694
2819,4188
1280,2485
1356,1372
1793,24
2957,1915
2254,608
1843,3190
4688,2100
4408,3265
258,4087
3035,4286
2799,4157
1602,2658
1961,3078
2659,3889
1550,2851
2876,4288
4346,4536
3383,1865
2622,1936
631,1367
4058,3485
819,2937
2775,1367
3769,3660
1735,2148
1044,4398
2506,3145
4614,4102
3553,1811
2967,3056
1556,4232
2827,4802
1016,1142
1944,2260
3211,2412
170,3446
784,3977
713,3563
4453,3628
240,4373
1645,2727
2159,3534
3713,4753
4671,2003
4912,3735
2786,199
3547,3129
2551,2440
729,4798
467,2028
2182,3907
2481,531
4544,3967
3883,2794
3137,3457
1018,1444
3380,2905
1124,2748
822,3307
2493,1035
2202,753
1714,2037
4668,1795
3080,4086
1135,361
463,970
2692,3841
4905,4645
201,2557
1186,4256
2605,4074
527,4063
935,3717
1103,3659
4224,3097
379,4772
2376,1774
1186,269
3506,2866
1969,4271
105,1463
1434,4482
616,4314
2029,2087
1829,3551
3851,1651
2434,2349
660,3436
1599,340
2028,1908
4940,4111
2407,2791
857,4785
3984,2230
3303,1276
4755,191
4358,4987
300,4793
3633,4712
1974,730
2627,1353
4353,967
2627,1432
3959,486
2035,4782
244,1699
4918,4630
122,1609
2861,2511
1737,2775
210,309
545,2086
3246,3814
2199,66
3313,1665
3267,3487
2483,1828
376,4335
2704,1502
1954,3314
4113,3752
1750,552
3890,928
1606,30
827,758
1353,2077
1088,190
4033,2436
1461,360
721,587
3530,18
2193,205
4007,3946
4722,3026
4217,4674
3737,2288
2941,582
3235,2093
688,702
4240,1046
4737,3796
1294,3136
233,480
1727,2046
2661,3033
289,2035
2644,3033
3445,1173
4239,113
3632,1770
2301,4203
1628,4147
4656,4354
2145,3212
786,894
3144,84
3101,134
1098,3666
3711,3481
3000,4863
896,3053
3805,512
4287,967
1597,2077
2561,3572
3784,3717
1076,2426
4374,3730
3359,2552
239,2037
1345,80
1707,3634
744,361
2962,2699
671,4068
342,522
946,4965
3129,1102
819,755
1709,3648
4275,3287
1935,971
1560,2668
3970,3182
1617,2143
4709,4872
204,4415
1677,1167
1497,4932
3176,46
2676,967
4872,641
1192,3699
682,3259
3787,3300
1103,2400
1898,2769
3995,2297
3009,3685
1611,2616
3600,1525
3898,805
4662,2805
4584,1240
1064,3682
2908,1566
789,4876
4513,4690
4549,4898
727,1259
1705,4999
4851,3781
3338,3001
226,4435
4052,1134
3721,188
1766,3538
3310,1136
4962,635
17,3624
2180,298
1123,2721
4484,4462
824,2750
1171,4502
1782,3768
2552,1036
3271,2856
1575,3869
215,2210
821,1665
2520,2873
3138,1638
1965,3750
283,3056
1764,2536
1467,3856
2279,656
1447,2782
1641,3623
2701,2788
1085,3470
1982,1816
4246,1711
45,883
1339,2587
2076,130
2106,3176
1004,691
2097,1891
3674,4202
3917,2790
108,1484
1501,3369
1078,3434
2343,2442
3284,1062
1295,56
4385,4199
1787,1704
2331,4992
2342,3275
3261,1291
2884,2304
1616,2367
3102,1032
243,3605
4780,1699
1213,3112
1898,3938
4287,4074
4823,2194
4835,167
2292,4028
1187,4355
4834,1220
1700,1143
2358,4529
3425,2439
4556,46
2505,2860
1112,4699
3889,2428
3872,411
243,1576
41,1498
813,1959
4400,856
942,4709
1055,4288
480,3911
1460,3718
3009,1897
4624,3197
1317,1266
3651,1526
2236,2598
3928,4926
1933,1895
2489,4494
1370,1333
2480,4562
4040,4571
2811,2005
2396,2136
3519,4178
4224,3033
2642,90
3000,4368
3769,2265
2134,4154
3852,4481
344,3181
4364,3280
2524,4935
3128,36
1123,1353
80,1430
4832,1499
4924,4611
1687,681
4498,4009
2195,1478
2525,3255
3663,2625
3891,4167
3801,2923
2386,3417
1753,4447
399,2954
2258,2809
3994,621
3311,923
2556,3029
4408,4792
75,1213
1848,2494
767,2885
2001,3862
2833,2073
3633,4540
2173,4250
3887,4631
1497,1997
945,1392
1457,3033
356,648
845,3615
896,1855
4296,3939
1665,3788
2394,2236
449,4105
4523,2284
1933,2134
4283,2067
2656,2222
3278,304
3010,594
1415,360
3349,4021
1563,3835
2734,1857
2398,390
4147,209
42,3146
2917,1724
69,4869
137,2091
4979,4003
1061,2274
2400,130
3679,4951
3089,3340
2696,3889
1451,3381
2642,2727
2365,107
1101,4136
3404,530
304,933
1445,345
2694,1150
1653,4943
3317,1059
342,631
657,2002
3475,1788
4599,3745
3330,1802
899,3688
4114,2336
2566,2359
1944,2744
2287,829
2893,2238
2680,4661
1941,4603
3490,2631
884,2287
4811,1078
2185,4204
3623,4323
3385,4757
2566,3097
4250,1273
3855,3165
3962,146
1,3097
1939,3621
315,908
4262,3265
3124,1404
4797,3229
1148,3793
3628,172
1381,3194
4404,1273
1329,3953
4621,805
319,1628
4798,4484
672,1881
2453,4335
2635,1025
2000,2847
4461,392
4400,1517
101,4708
4898,1053
1132,1655
2500,4081
3886,4378
4168,4557
4331,337
3881,101
1588,665
3576,4506
3074,4429
1840,3142
3989,948
2558,1848
1247,3160
3911,3132
1686,3966
2516,4165
4683,4540
545,3718
443,2099
2879,4137
53,2453
3218,389
402,4041
4911,2932
2789,2796
4644,1989
2612,1264
4915,4969
4289,4387
2480,2088
1862,4071
2016,3276
1619,2268
3792,3595
1568,280
1825,1000
1653,536
4123,1700
3028,1647
4598,806
1551,3053
2172,3602
1449,1426
2709,3507
1967,2956
2273,4241
3258,2465
161,3080
3792,1701
483,3450
1980,4862
1240,1992
1979,20
4726,3268
3381,4141
3818,1065
198,4650
568,4158
3216,4855
3830,4723
3725,3437
1914,2559
1258,4701
2487,3954
2884,2516
2328,3351
999,334
662,4907
4803,35
3429,2423
4459,4867
3491,1449
1126,1319
2005,2341
2822,2647
4048,2592
285,3564
4590,3640
3440,2745
475,4640
3448,1704
472,3975
3434,1310
335,4908
409,1472
1410,3
1812,1071
691,3910
2989,2228
777,255
2081,4194
336,2348
3343,3997
972,1951
4190,2225
1283,2619
716,4593
1543,887
565,56
512,329
2674,4627
4600,3092
322,735
429,1454
3330,4812
1411,221
3319,4344
142,4827
1045,3578
2462,1209
4663,1222
3770,897
4399,3311
1974,2819
2830,3640
1375,2930
1689,3262
1154,4266
3355,2574
333,3341
2693,905
2092,2325
1379,3322
3822,3484
4886,4503
3815,4581
618,2247
3954,2122
1845,4912
4181,2745
3344,1698
437,2451
3984,2149
1021,4360
4878,483
4509,423
2426,1856
4346,985
36,3888
1839,1570
3165,2308
3042,63
4422,425
1010,2857
2264,416
3053,683
1186,353
650,4948
3719,3323
3716,2849
2013,3866
2590,1218
4392,2350
667,2535
526,2075
2083,3496
84,4584
1460,3602
1870,963
1920,2983
2523,4613
1585,1241
3238,557
565,3052
281,805
3185,4869
4793,4689
4162,1089
2000,81
14,3842
4157,1291
418,1435
4472,2555
1011,3136
3176,1642
3192,3298
610,4156
210,2455
8,2244
1298,3487
332,4052
125,4255
3282,2367
650,1480
3564,3041
2767,3478
2451,4225
503,4521
323,4103
3259,1488
1077,4336
1669,4356
2198,1754
786,2096
784,3673
4874,736
2440,1806
1388,3301
4549,1147
3776,1837
3931,4169
2374,4606
4759,59
1597,4790
1968,4648
4125,274
3518,3335
4258,870
3692,1712
2249,2209
56,401
479,695
4561,792
4118,402
1321,2178
1814,4631
1830,911
4177,918
3839,1039
3595,391
1397,1430
3023,4505
4554,2782
648,3887
1507,1645
1338,1042
981,4442
2856,4281
2654,4466
3180,4415
395,4349
3182,3145
3628,3340
1674,738
3130,839
2760,4018
302,4040
2305,2797
4084,3964
296,1567
4701,2411
1942,237
4773,3890
4785,1784
3597,3888
2121,1564
3933,1262
2915,2298
1267,1738
3868,4259
813,1544
2061,457
2239,4182
1099,3020
1636,3235
2052,2744
778,4977
4096,2804
870,4955
3999,4560
415,961
135,1693
920,3161
2148,4169
2305,3940
3022,3849
225,4383
2126,4376
3818,520
2599,3041
4663,229
1870,2990
3331,168
2776,3640
1590,4111
4959,2367
3422,4623
4094,3675
3384,4987
3202,23
1164,2143
2051,2937
874,1678
4931,779
2557,1559
2615,3857
128,1278
2405,1836
1664,2217
931,925
4071,3078
4285,1196
3926,1605
1230,2785
2017,1672
2329,2061
1626,4044
3855,2612
1572,1132
1152,2902
3673,4456
2337,2141
3747,4301
3386,1414
3437,4844
4262,4631
528,2312
3000,4781
2411,580
2582,2669
4258,1192
1883,3940
1741,3868
1379,1718
4591,476
3738,496
2504,255
483,1966
2081,4996
3472,3534
57,2675
640,2771
2756,38
2779,2367
4290,2481
3684,31
682,2806
486,3733
1911,2731
1577,97
4559,969
3191,3677
2337,3541
17,1782
4998,1892
250,3940
431,3668
2750,2143
676,2169
1712,4069
27,3701
3732,3912
4872,2376
1178,3725
4556,1179
4754,3027
3477,593
1776,1322
2085,3157
2718,4469
2108,746
3150,1958
2552,2967
3480,283
1684,2673
2547,864
3703,547
4215,4981
2099,3226
4424,2285
3557,291
4675,338
2326,4487
635,1983
4027,4215
4070,2905
1152,3133
4596,1903
3349,2429
4198,2252
4038,4073
1215,4897
4410,3101
746,2892
302,4066
2162,1406
4099,4210
4064,543
3802,4312
3446,1711
994,2363
2553,1397
4954,4471
4830,1816
4525,2008
714,3629
689,1951
3597,1779
1770,3390
51,4081
212,2127
4084,3604
1945,4275
520,825
117,4094
4178,844
1314,3573
1610,4924
1842,815
1845,2440
1647,4016
4052,3005
1759,1361
4854,4656
4375,671
914,3293
153,223
4519,4141
4559,11
1641,3991
3110,3469
630,2371
3202,768
933,1095
76,1961
3119,2340
4907,838
98,259
2008,3526
907,3395
385,1025
3075,3362
324,1730
794,1432
979,966
4796,3144
530,1647
2068,3486
4969,4096
89,2732
1490,1857
2793,2496
2107,4777
2130,4332
2811,1296
2818,1307
3358,3302
2294,1336
3704,2974
2975,4715
3535,301
2639,1804
3860,4117
2635,255
1618,1443
2987,1125
4472,4148
4561,4001
957,1680
2961,4489
1417,3376
1784,3515
4881,3956
2604,4388
3733,481
2770,666
530,1273
4462,639
3510,4727
4968,1230
4215,4966
3168,2278
2374,376
3812,4025
1224,2129
3445,1094
804,3837
3230,1319
824,1364
2857,4443
557,2080
1882,1866
3973,2343
2084,3033
2828,2800
4679,4593
4029,145
3398,1554
1662,2202
4291,1087
918,4457
611,2915
4968,52
2193,4760
1787,4376
1994,2158
3636,4899
2235,1152
3964,3975
3542,4644
247,4097
4611,1125
4875,4673
4482,1978
1174,4330
4106,2407
3037,4560
1383,883
2844,2027
4832,4629
616,3053
473,2691
1378,3313
4877,2478
4653,2629
898,4418
2203,4099
2245,1889
1412,3766
3468,2215
1212,4937
2350,3262
566,3737
1265,2637
2669,4386
1571,4205
1338,2881
73,4699
4516,2607
4577,1488
1937,2118
4736,4264
4523,3620
3834,4438
4035,2168
639,406
1785,3753
410,4197
935,4413
227,4610
3460,3650
1711,4693
2191,4988
1046,1892
3715,382
4287,2498
1114,1827
829,3649
4244,2496
2453,605
4805,725
902,819
3742,1796
2454,1006
4848,80
2379,2273
2675,3855
1280,1133
4643,4494
278,1220
1344,1640
1056,4184
3996,3813
789,1250
2962,4842
2013,4448
4121,1925
1676,1356
4057,3416
3222,3753
2259,418
2404,988
4059,4492
401,916
4568,4436
272,2163
2143,2804
4863,1247
973,4820
2596,1610
4074,859
3238,2088
4630,4593
513,1920
1367,3898
1191,2358
2741,4100
3165,2290
1325,2462
1196,738
4065,4021
3787,1462
1854,4833
83,4711
1015,3792
1287,4191
793,4790
1026,2481
102,4924
833,2886
3307,4287
4384,2771
4516,2952
3881,4255
2023,4833
4436,478
15,1268
4654,831
104,1046
642,1745
4673,4634
1408,3948
688,1371
4130,2793
27,2777
1543,2139
4838,667
438,1657
4060,2979
999,2725
1398,2219
2148,525
226,4203
3484,194
4385,2425
4331,3699
2726,4805
3848,3213
4975,3433
4336,2409
2982,2774
4425,3738
1523,1012
858,2845
1674,1386
1592,4247
751,2115
4324,2879
2838,353
726,1943
2508,754
4271,616
4026,18
1809,1954
1869,4946
3313,1910
3776,1083
2361,3198
2615,1133
623,2212
666,1651
3682,1815
3088,2856
1570,1129
1800,4709
736,3350
746,4677
2605,55
2703,1294
4560,530
550,2838
2013,315
1402,404
4490,1782
1362,4741
533,931
2165,704
3664,3515
885,2604
2284,4983
4417,4111
3607,1282
4687,3492
1752,2819
1270,4976
2262,4305
1891,1221
1291,4177
3733,4531
1083,2316
3610,3358
4837,2934
3114,4150
3382,834
2428,1948
4592,1363
387,2404
3009,1507
4239,3539
2130,2224
294,2483
2823,4555
1659,3274
4238,1540
4200,4589
3069,4091
3285,3061
4298,4114
340,4029
478,3772
4750,2361
2047,4640
3683,1252
624,714
4831,366
2360,4857
4727,4553
2112,2015
1683,1629
1249,3101
2934,2486
2386,4646
2614,226
4213,65
837,3429
259,4430
3277,4797
3330,387
1669,2470
1989,2376
2340,2387
248,3768
3068,1308
3142,4848
768,3725
4957,4755
663,4934
4689,2918
488,369
4730,2862
3882,1347
2025,879
457,1019
702,556
3184,1034
1995,3373
3874,4898
2794,2729
2263,2676
2865,344
3238,4553
172,1229
4341,3902
4831,453
491,572
4585,3225
1333,4408
4630,3749
4391,4386
1281,4120
3167,1549
1799,4879
3376,2866
3823,3692
2471,1489
555,1823
3331,1641
219,4940
3253,3007
3518,2467
2059,4920
4103,4870
2040,2638
1844,2651
1190,4460
3678,3371
2777,3019
3097,4356
2758,4519
1501,4972
600,2357
2696,1631
3412,2457
570,1676
1098,2275
4452,11
3685,2081
845,774
1717,4050
3125,1953
3872,2615
79,2570
1744,4455
3813,3749
2850,209
1867,673
3733,2053
3365,773
2610,1326
2006,1525
400,2305
2974,2759
3833,1655
1384,2377
2787,235
727,4015
656,3412
2176,1126
2048,4544
727,3799
206,4803
1135,436
2836,643
1370,4744
3930,1469
1423,2798
4936,2578
4534,2132
4232,2251
2675,2226
4596,1862
2980,4469
1827,433
3712,3371
1544,2492
3940,3024
702,2206
4786,2024
3644,1525
1447,4025
3744,3522
1391,3489
1688,2974
3805,1224
960,3325
1170,4228
2839,1368
80,1167
1346,2484
3748,926
2311,3362
3271,3925
150,3842
2285,3797
2924,4411
1444,370
778,1797
838,4554
2016,2579
564,4657
1731,1464
4493,4200
972,2091
4886,3558
2359,1948
3161,3180
3607,3047
321,2758
1291,3927
639,4282
2577,3812
0,2843
4927,3207
2543,1902
1240,3557
2004,981
2070,3905
4748,737
4212,3826
1970,1569
2543,465
2187,3827
3774,371
2122,2287
4334,2835
2290,3913
319,1252
733,1828
902,2830
3354,4872
402,784
2549,3157
1242,303
3639,4526
1718,4057
2872,1030
4451,3628
3499,3665
1344,1971
19,4638
2765,2285
4223,50
908,263
2596,3663
2062,2820
714,1381
3494,458
4777,2254
2000,2940
4209,921
3653,3667
4607,4791
692,1894
3694,4368
2791,1998
4392,3650
337,3686
4899,4167
4286,102
2917,3997
2960,1858
4710,2368
2181,560
4708,2781
1262,505
163,3792
3364,277
1989,4177
1067,3578
653,2742
4912,1820
3073,47
4164,4407
4259,3420
1636,733
2047,2870
1647,1415
2180,521
1767,291
145,3115
3085,1505
1387,4475
1738,294
1799,3105
2580,2527
79,3344
1486,43
2557,346
2399,3314
4682,1768
234,767
1363,3190
3082,949
3987,1019
1180,4850
3388,4074
4853,918
2123,3520
3206,1636
3362,2538
4117,3631
1379,1151
745,168
1301,94
4200,4309
4595,4274
443,4713
245,1676
3726,3479
528,1987
378,3405
460,4967
2,192
274,3412
2048,1703
1744,2161
537,4557
3147,647
598,1611
1231,861
2747,3718
2281,4437
389,2430
4138,4742
3088,2710
1597,1103
4499,1654
63,1174
3970,4054
3251,930
3745,4150
510,4779
1427,4975
1381,1150
2,2678
244,2318
1659,3389
1992,3526
3907,3313
4955,4547
1465,4019
2533,3541
4571,1397
2175,3875
3944,2949
4186,827
2048,488
4704,4800
4260,386
2727,1255
1228,4884
1645,3490
1064,1452
938,2594
3432,3775
715,3042
3783,1224
1250,2168
3873,4682
181,2813
3470,3397
4611,2708
1864,1249
4,3338
4168,1594
4694,636
2847,2770
848,2490
1647,1508
199,3792
497,3709
4818,4664
3947,2213
796,4490
2805,58
4186,2751
3816,240
2241,4991
4381,1976
4327,29
1946,298
3178,3667
2084,1172
2401,2798
1409,2945
4975,1641
1856,900
1053,4718
4875,1885
2778,4149
2033,2896
4038,2624
1038,888
1670,2318
3431,4201
4137,1125
2894,318
3918,4296
4426,1808
2756,4548
816,27
2155,4799
142,528
4457,1004
2093,899
983,4169
4565,946
63,2516
4815,1191
4406,2514
201,826
1267,485
3130,4538
1589,4192
1059,99
3782,1933
3380,3722
4611,4313
2550,322
3232,787
1149,4788
30,3222
2290,3623
3512,1495
4072,596
1131,35
362,1500
1743,3297
3269,1367
963,3742
2043,472
4644,4518
727,3396
3886,3116
3531,1993
3889,3632
3156,1583
3868,1698
3661,2210
1229,4445
1753,3863
4336,1177
4545,3566
99,3529
4995,1155
1824,3615
1890,4950
3336,3487
3103,2024
3521,4314
1357,1719
2367,1957
4927,2870
58,1982
148,401
2007,3480
3253,3313
4016,2042
3528,2596
1476,646
1862,522
2876,1887
541,4531
4628,4509
3254,2441
1118,25
1422,795
4983,2465
4186,1051
3160,1582
1552,1101
2487,1165
1698,4095
1873,3601
1010,3497
813,1583
1895,2488
4421,2837
2086,1500
4600,4348
2277,3633
4931,35
685,4579
2651,4427
1651,1237
4654,4706
3823,3214
589,600
3077,1582
1136,1812
3037,2800
502,1209
2460,3325
796,196
64,280
2716,1043
2243,4604
1060,4562
1491,2698
4511,4695
1685,16
2724,4396
1240,1572
3417,1124
1279,1373
1905,2194
3065,1452
3613,1114
2692,2502
4280,3604
3992,829
2081,4787
4333,4467
3652,2592
3137,2642
4906,3821
4800,1655
4357,1171
3734,1504
3103,2830
1020,2943
4411,1670
209,3021
2946,773
929,1304
4862,605
4326,2018
4866,2701
4092,4682
4602,2733
4761,1056
2730,4565
4493,1088
3470,2982
1605,13
2559,3990
347,4029
2797,1894
4318,536
1767,89
1205,4541
3862,1610
2553,4163
576,847
253,4471
2353,1655
2427,796
3463,1595
2484,2471
4412,4808
1668,4998
4847,4248
2131,2072
4870,3241
742,3322
1128,2365
2466,4400
2991,4467
2012,3833
1785,4035
3815,3375
977,3019
4138,3723
846,2062
973,1826
2268,4492
2575,3443
4819,2235
976,4512
3893,2992
1945,3996
1580,4073
663,2733
3004,534
1546,88
1514,2845
247,813
4528,4849
4806,1218
1597,4562
2539,3279
3178,582
869,1895
4387,3959
4472,3435
3379,1889
328,112
4946,3112
1285,3969
4005,3110
2935,4196
1638,1102
4685,145
145,427
4913,3499
3654,1004
3596,4067
621,226
3525,4307
2346,3662
1715,4417
1487,1758
4847,2842
4305,803
520,1103
1096,2253
1171,3809
913,2923
4819,4653
2548,1466
2183,3916
516,2981
2767,425
4097,2548
786,3758
2826,4366
3968,4028
4,815
2651,4956
986,430
3804,379
4725,861
3502,4112
3677,4024
1424,1166
746,4870
4656,2159
4120,2554
2485,1809
277,555
4809,370
4825,1628
3705,4935
1841,3436
4946,842
1287,2225
1829,3620
2912,4865
3694,4953
131,1090
1608,1792
1559,4745
4482,405
4974,1450
83,1850
3857,4623
2336,2342
3499,1151
13,2376
1087,1847
1695,1172
977,1427
4687,428
2491,4244
3033,1879
347,4632
776,2017
1125,2333
4645,739
2720,771
1350,2993
1298,2646
4032,2398
176,3162
1632,3228
1644,3460
3237,20
1473,4315
3132,1950
4434,3163
4679,1231
3659,3717
2406,1227
3128,4227
4458,3240
4373,2590
3995,1664
3424,2538
1302,3896
2593,204
1677,685
4542,1659
3816,104
1840,3491
3330,1702
3617,2878
3647,2593
2627,4622
4524,2326
519,3856
3409,2960
3386,2482
446,2981
987,970
4708,2347
789,546
95,2
1955,280
2435,4297
192,385
1427,1099
376,1056
411,1079
3508,163
1762,4442
832,3627
1069,2994
919,1572
1754,2860
4089,3686
4946,825
3253,815
1193,1726
2529,1968
3689,1021
484,3106
2372,4753
3796,1566
4878,2736
89,4137
2945,581
3800,3391
3405,4922
3424,4182
2333,410
3311,4440
3464,1982
3287,2656
3544,1054
3841,3275
1667,1340
314,3459
2037,4290
1790,2980
3880,959
4122,2203
2643,4892
2217,314
1754,4145
4717,4216
2770,4355
2142,426
233,3865
4089,1330
330,1570
4631,2109
4262,2980
1747,508
2055,3470
197,3308
3728,1378
985,3982
3002,4031
4360,1611
4314,1838
4295,2503
2,3122
4518,2513
3521,2422
684,2559
1710,1616
2570,2695
3953,1804
860,4399
2121,3765
283,4624
1262,3932
4656,3961
982,1367
4215,3346
3344,4514
978,4057
1649,4721
3223,3916
1389,3155
813,4044
1432,1651
1877,1350
4062,2187
4548,2908
